row	student	problem	outcome	KC
7761	182	2600	1	155
7762	182	1428	1	226
7763	182	1162	1	174
7764	182	1129	1	145
7765	182	2624	1	163
7766	182	2548	1	158
7767	182	4692	1	124
7768	182	1524	0	218
7769	183	5761	0	131
7770	183	5761	0	131
7771	183	5761	0	131
7772	183	5761	1	131
7773	183	8748	0	42
7774	183	8748	0	42
7775	183	8748	0	42
7776	183	8748	1	42
7777	183	8748	1	207
7778	183	8748	1	102
7779	183	8752	1	82
7780	183	8752	0	243
7781	183	8752	1	243
7782	183	8800	0	112
7783	183	8800	0	112
7784	183	8800	0	112
7785	183	8800	1	112
7786	183	8800	1	167
7787	183	8800	1	210
7788	183	8800	0	59
7789	183	8800	0	59
7790	183	8800	1	59
7791	183	8749	0	29
7792	183	8749	1	29
7793	183	8749	1	100
7794	183	8789	0	66
7795	183	8789	0	65
7796	183	8789	0	65
7797	183	8789	1	65
7798	183	8789	0	46
7799	183	8789	0	46
7800	183	8789	1	46
7801	183	8783	0	205
7802	183	8783	0	205
7803	183	8783	0	205
7804	183	8783	1	205
7805	183	8783	1	103
7806	183	8783	1	138
7807	183	8716	1	125
7808	183	8770	1	3
7809	183	2471	0	24
7810	183	2503	0	26
7811	183	510	0	198
7812	183	3755	0	144
7813	183	906	1	201
7814	183	7674	0	81
7815	183	8800	0	112
7816	183	8800	1	112
7817	183	8800	0	167
7818	183	8800	1	167
7819	183	8800	1	210
7820	183	8800	1	59
7821	183	8800	0	112
7822	183	8800	1	112
7823	183	8800	0	167
7824	183	8800	1	167
7825	183	8800	0	210
7826	183	8800	1	210
7827	183	8800	1	59
7828	183	8748	0	42
7829	183	8748	0	42
7830	183	8748	1	42
7831	183	8748	1	207
7832	183	8748	1	102
7833	183	8749	0	29
7834	183	8749	1	29
7835	183	8749	1	100
7836	183	8752	1	82
7837	183	8752	1	243
7838	183	8783	0	208
7839	183	8783	0	205
7840	183	8783	0	205
7841	183	8783	1	205
7842	183	8783	0	103
7843	183	8783	1	103
7844	183	8783	0	138
7845	183	8783	1	138
7846	183	8716	1	125
7847	183	8789	0	66
7848	183	8789	0	65
7849	183	8789	1	65
7850	183	8789	1	46
7851	183	8770	0	3
7852	183	5774	0	27
7853	183	5774	0	27
7854	183	5774	1	27
7855	183	5774	1	27
7856	183	3146	0	77
7857	183	3146	0	86
7858	183	3146	1	86
7859	183	3146	0	135
7860	183	3146	0	135
7861	183	3146	0	135
7862	183	3146	1	135
7863	183	3146	1	157
7864	183	3633	1	114
7865	183	8920	1	91
7866	183	2642	1	58
7867	183	13216	0	109
7868	183	13230	1	139
7869	183	5738	0	111
7870	183	5738	0	111
7871	183	5738	1	111
7872	183	5738	0	111
7873	183	5738	1	111
7874	183	467	0	224
7875	183	467	0	20
7876	183	467	0	20
7877	183	467	0	20
7878	183	467	0	20
7879	183	467	0	20
7880	183	467	1	20
7881	183	467	1	115
7882	183	467	0	197
7883	183	467	1	197
7884	183	467	0	13
7885	183	467	0	13
7886	183	467	0	13
7887	183	467	0	13
7888	183	467	1	13
7889	183	467	0	85
7890	183	467	0	85
7891	183	467	1	85
7892	183	49	0	76
7893	183	49	1	121
7894	183	49	1	79
7895	183	49	0	2
7896	183	49	1	2
7897	183	13219	0	236
7898	183	1090	1	150
7899	184	1086	0	110
7900	184	805	0	5
7901	184	2526	1	252
7902	184	2526	0	69
7903	184	2526	1	69
7904	184	2526	0	16
7905	184	2526	1	16
7906	184	1149	1	17
7907	184	5763	0	165
7908	184	5763	1	165
7909	184	467	0	224
7910	184	467	0	20
7911	184	467	0	224
7912	184	467	0	20
7913	184	467	1	20
7914	184	467	1	115
7915	184	467	0	197
7916	184	467	0	197
7917	184	467	1	197
7918	184	467	0	13
7919	184	467	1	13
7920	184	467	1	85
7921	184	1229	0	190
7922	184	5760	0	80
7923	184	5760	0	80
7924	184	5760	0	80
7925	184	5760	1	80
7926	184	2548	1	158
7927	184	459	1	242
7928	184	538	1	180
7929	184	1549	0	96
7930	184	1549	1	96
7931	184	2520	0	30
7932	184	2520	1	30
7933	184	1547	1	134
7934	184	3765	0	63
7935	184	4731	1	156
7936	184	355	0	9
7937	184	37	1	132
7938	184	2477	1	127
7939	184	3114	0	88
7940	184	5758	1	169
7941	184	5774	1	27
7942	184	727	0	179
7943	184	1214	1	241
7944	184	1241	1	130
7945	184	1079	1	215
7946	184	2465	0	250
7947	184	1069	1	181
7948	184	1619	1	192
7949	184	5440	0	57
7950	184	49	1	76
7951	184	517	1	53
7952	184	2512	0	72
7953	184	1365	1	146
7954	184	4701	1	10
7955	184	898	0	195
7956	184	561	1	83
7957	184	2600	0	155
7958	184	2538	1	128
7959	184	757	1	35
7960	184	125	1	22
7961	184	31	1	137
7962	184	326	0	153
7963	184	2744	0	248
7964	184	5773	1	18
7965	184	5793	1	160
7966	184	935	1	246
7967	184	2227	1	99
7968	184	180	1	143
7969	184	2508	1	221
7970	184	2361	1	212
7971	184	1331	1	113
7972	184	2487	0	196
7973	184	1360	0	73
7974	184	2654	1	148
7975	184	1432	1	249
7976	184	1109	1	182
7977	184	3133	1	6
7978	184	1090	0	150
7979	184	2629	1	161
7980	184	5704	0	172
7981	184	1255	1	229
7982	184	1172	0	193
7983	184	3163	0	200
7984	184	2678	0	122
7985	184	5754	1	50
7986	184	1384	1	52
7987	184	271	1	90
7988	184	1246	0	51
7989	184	349	0	61
7990	184	1184	1	211
7991	184	510	0	198
7992	184	5762	0	28
7993	184	1428	0	226
7994	184	1259	1	45
7995	184	2642	1	58
7996	184	458	1	54
7997	184	1162	1	174
7998	184	5761	0	131
7999	184	1250	1	164
8000	185	5758	0	169
8001	185	5758	0	169
8002	185	5758	0	169
8003	185	5758	1	169
8004	185	326	0	153
8005	185	5784	1	204
8006	185	1206	1	49
8007	185	1069	0	181
8008	185	5476	0	39
8009	185	3163	0	200
8010	185	3163	0	200
8011	185	333	0	186
8012	185	333	0	228
8013	185	333	1	228
8014	185	333	1	251
8015	185	333	1	60
8016	185	906	1	201
8017	185	727	0	179
8018	185	243	1	8
8019	185	152	0	118
8020	186	5440	0	57
8021	186	4690	0	11
8022	186	5761	1	131
8023	186	2683	0	94
8024	186	2683	0	94
8025	186	2683	0	94
8026	186	2683	0	94
8027	186	2683	0	94
8028	186	2683	1	94
8029	186	3103	0	36
8030	186	61	1	129
8031	186	3130	1	71
8032	186	7	0	95
8033	186	7	0	95
8034	186	7	0	95
8035	186	630	1	133
8036	186	1158	0	7
8037	186	1158	1	7
8038	186	1331	1	113
8039	187	459	1	242
8040	187	5774	1	27
8041	187	1432	0	249
8042	187	1597	1	84
8043	188	5784	1	204
8044	188	1098	1	19
8045	188	1048	0	107
8046	188	3133	1	6
8047	188	2442	1	1
8048	188	1221	1	23
8049	188	7674	0	81
8050	188	1193	1	202
8051	188	1167	0	235
8052	188	733	1	74
8053	188	355	1	9
8054	188	2548	0	158
8055	188	2548	1	158
8056	188	536	1	166
8057	188	2526	1	252
8058	188	2526	1	69
8059	188	2526	1	16
8060	188	134	0	178
8061	188	1250	0	164
8062	188	1250	0	164
8063	188	2520	0	30
8064	188	898	1	195
8065	188	1158	0	7
8066	188	906	0	201
8067	188	4692	1	124
8068	188	1259	0	45
8069	188	538	0	180
8070	188	538	0	180
8071	188	538	1	180
8072	188	654	0	116
8073	188	654	0	116
8074	188	49	1	76
8075	188	1255	1	229
8076	188	1162	1	174
8077	188	5754	1	50
8078	188	5761	0	131
8079	188	5763	1	165
8080	188	5772	0	67
8081	188	333	1	228
8082	188	333	1	251
8083	188	333	1	60
8084	188	3130	1	159
8085	189	539	0	245
8086	189	539	0	37
8087	189	539	0	37
8088	189	539	0	37
8089	189	539	0	37
8090	189	539	0	37
8091	189	539	0	37
8092	189	539	0	37
8093	189	539	0	37
8094	189	539	0	37
8095	190	630	1	133
8096	190	538	1	180
8097	190	935	0	246
8098	190	1098	1	19
8099	190	1552	0	171
8100	190	1552	0	171
8101	190	1552	0	171
8102	190	1552	1	171
8103	190	1206	1	49
8104	190	5774	1	27
8105	190	5763	0	165
8106	190	5763	0	165
8107	190	5763	1	165
8108	190	1246	0	51
8109	190	3163	0	200
8110	190	1384	0	52
8111	190	906	0	201
8112	190	1428	0	226
8113	190	5440	1	57
8114	190	67	0	173
8115	190	626	0	240
8116	190	1158	0	7
8117	190	2740	1	33
8118	190	1233	0	234
8119	190	2548	1	158
8120	190	805	1	5
8121	190	5773	1	18
8122	190	2562	0	187
8123	190	1432	1	249
8124	190	757	1	35
8125	190	1133	0	238
8126	190	1133	0	238
8127	190	5742	0	31
8128	190	3110	1	70
8129	190	2590	0	75
8130	190	1176	0	209
8131	190	3133	1	6
8132	190	3130	1	71
8133	190	1086	0	110
8134	190	1549	0	96
8135	190	1597	0	84
8136	190	1597	0	84
8137	190	1360	0	73
8138	190	1370	0	14
8139	190	5760	0	80
8140	190	1298	1	184
8141	190	2498	0	162
8142	190	4701	1	10
8143	190	2642	1	58
8144	190	1229	1	190
8145	190	1079	1	215
8146	190	1340	1	32
8147	190	1365	1	146
8148	190	3157	0	194
8149	190	243	1	8
8150	190	2477	0	127
8151	190	2629	0	161
8152	190	2629	0	161
8153	190	1255	1	229
8154	190	1522	0	213
8155	190	5793	1	160
8156	190	3121	1	21
8157	190	2465	0	250
8158	190	5688	1	48
8159	190	61	1	129
8160	190	857	1	106
8161	190	2247	0	87
8162	190	180	1	143
8163	190	891	0	41
8164	190	1109	1	182
8165	190	1048	0	107
8166	191	727	0	179
8167	191	459	1	242
8168	191	1224	0	185
8169	192	1597	0	84
8170	192	1597	1	84
8171	192	2671	0	64
8172	192	733	0	74
8173	192	2247	0	87
8174	192	2247	1	87
8175	192	1229	1	190
8176	192	2503	1	26
8177	192	1069	0	181
8178	192	467	0	224
8179	192	467	1	20
8180	192	467	1	115
8181	192	467	0	197
8182	192	467	1	197
8183	192	467	1	13
8184	192	467	1	85
8185	192	1428	0	226
8186	192	3151	0	232
8187	192	37	1	132
8188	192	1259	1	45
8189	192	1547	0	134
8190	192	1552	0	171
8191	192	1552	0	171
8192	192	1552	1	171
8193	192	355	1	9
8194	192	1250	1	164
8195	192	2498	0	162
8196	193	4692	1	124
8197	193	1428	0	226
8198	193	2600	1	155
8199	193	538	1	180
8200	193	49	0	76
8201	193	49	1	121
8202	193	49	1	79
8203	193	49	1	2
8204	193	3157	0	194
8205	193	3157	0	194
8206	193	1552	0	171
8207	193	1552	1	171
8208	193	1233	0	234
8209	193	1524	0	218
8210	193	1090	1	150
8211	193	630	1	133
8212	193	906	0	201
8213	194	8752	1	82
8214	194	8752	0	243
8215	194	8752	0	243
8216	194	8752	1	243
8217	194	8749	0	29
8218	194	8749	1	29
8219	194	8749	1	100
8220	194	8748	0	42
8221	194	8748	0	42
8222	194	8748	1	42
8223	194	8748	0	207
8224	194	8748	1	207
8225	194	8748	0	102
8226	194	8748	1	102
8227	194	8800	1	112
8228	194	8800	0	167
8229	194	8800	1	167
8230	194	8800	1	210
8231	194	8800	1	59
8232	194	8783	0	208
8233	194	8783	1	205
8234	194	8783	1	103
8235	194	8783	1	138
8236	194	8716	1	125
8237	194	8789	0	66
8238	194	8789	1	65
8239	194	8789	0	46
8240	194	8789	0	46
8241	194	8789	1	46
8242	194	8770	1	3
8243	194	5774	1	27
8244	194	3146	1	77
8245	194	8920	1	91
8246	194	3633	0	44
8247	194	3633	1	44
8248	194	3633	0	214
8249	194	3633	0	214
8250	194	3633	0	214
8251	194	3633	1	214
8252	194	2642	1	191
8253	194	2642	0	188
8254	194	2642	0	188
8255	194	2642	1	188
8256	194	13216	0	109
8257	194	13230	1	139
8258	194	5738	1	111
8259	194	333	0	186
8260	194	333	1	228
8261	194	333	1	251
8262	194	333	1	60
8263	194	9117	1	15
8264	194	49	1	121
8265	194	49	1	79
8266	194	49	1	2
8267	194	13219	1	236
8268	194	536	0	166
8269	194	536	0	166
8270	194	536	0	166
8271	194	536	1	166
8272	194	898	1	195
8273	194	5793	1	160
8274	194	833	1	222
8275	194	1103	0	98
8276	194	467	0	224
8277	194	467	1	20
8278	194	467	1	115
8279	194	467	0	197
8280	194	467	0	197
8281	194	467	0	197
8282	194	467	1	197
8283	194	467	0	13
8284	194	467	0	13
8285	194	467	0	13
8286	194	467	0	224
8287	194	467	1	224
8288	195	255	0	177
8289	195	1250	0	164
8290	195	5704	0	172
8291	196	1189	0	40
8292	197	467	1	20
8293	197	467	1	115
8294	197	467	0	197
8295	197	467	1	197
8296	197	467	1	13
8297	197	467	1	85
8298	198	300	0	176
8299	198	175	1	168
8300	198	22	1	101
8301	199	1069	1	181
8302	199	2465	1	250
8303	199	459	0	242
8304	199	459	1	242
8305	199	2620	0	183
8306	199	2654	0	148
8307	199	1287	0	219
8308	199	8752	1	82
8309	199	8752	1	243
8310	199	3146	0	77
8311	199	3146	1	86
8312	199	3146	0	135
8313	199	3146	0	135
8314	199	3146	0	135
8315	199	3146	0	135
8316	200	2508	0	221
8317	200	2247	0	87
8318	200	1365	1	146
8319	200	1184	1	211
8320	200	2740	0	33
8321	200	891	0	41
8322	200	2227	0	99
8323	200	2227	1	99
8324	200	566	0	119
8325	200	1233	0	234
8326	200	1167	0	235
8327	200	2477	0	127
8328	200	5633	0	68
8329	200	3133	1	6
8330	200	1229	0	190
8331	200	733	0	74
8332	201	2487	1	196
8333	201	4692	0	124
8334	201	4692	1	124
8335	202	857	0	106
8336	202	355	0	9
8337	202	355	0	9
8338	202	2678	0	122
8339	202	1090	1	150
8340	202	1129	0	145
8341	202	333	0	186
8342	202	333	0	228
8343	202	333	1	228
8344	202	333	0	251
8345	202	333	0	186
8346	202	333	1	228
8347	202	333	0	251
8348	202	333	0	251
8349	202	333	0	251
8350	202	333	0	251
8351	202	333	1	251
8352	202	333	0	60
8353	202	333	0	60
8354	202	333	1	60
8355	202	5688	0	48
8356	202	1291	0	203
8357	202	1291	0	203
8358	202	1291	1	203
8359	202	1259	1	45
8360	202	1167	1	235
8361	202	1048	0	107
8362	202	31	1	137
8363	202	3151	0	232
8364	202	152	0	118
8365	202	1184	0	211
8366	202	4731	0	156
8367	202	2508	1	221
8368	202	1340	0	32
8369	202	1069	1	181
8370	202	3146	0	77
8371	202	3146	1	86
8372	202	3146	0	135
8373	202	3146	0	135
8374	202	3146	1	135
8375	202	3146	1	157
8376	202	5774	0	27
8377	202	5774	0	27
8378	202	5774	0	27
8379	202	5774	0	27
8380	202	5774	1	27
8381	202	1149	1	17
8382	202	2678	0	122
8383	202	7674	0	81
8384	202	13230	0	139
8385	202	13230	1	78
8386	202	13230	0	123
8387	202	13230	0	123
8388	202	13230	0	123
8389	202	1340	1	32
8390	202	37	1	132
8391	202	2538	0	128
8392	202	90	1	55
8393	202	2471	1	24
8394	202	492	0	227
8395	202	1214	1	241
8396	202	49	0	76
8397	202	49	0	121
8398	202	49	0	121
8399	202	49	0	121
8400	202	49	1	121
8401	202	49	0	79
8402	202	49	0	79
8403	202	49	1	79
8404	203	1428	1	226
8405	203	3110	0	104
8406	203	3110	1	104
8407	203	3110	0	126
8408	203	3110	1	126
8409	203	3110	1	189
8410	203	1537	1	12
8411	203	5760	1	80
8412	203	1522	1	213
8413	203	2645	1	97
8414	203	326	1	153
8415	203	67	1	173
8416	203	1189	1	40
8417	203	1109	1	182
8418	203	8704	1	62
8419	203	8777	1	244
8420	203	8788	1	230
8421	203	8783	0	208
8422	203	8783	1	205
8423	203	8783	1	103
8424	203	8783	0	138
8425	203	8783	1	138
8426	203	8770	1	3
8427	203	8716	1	125
8428	203	8789	1	66
8429	203	2526	0	141
8430	203	2526	0	252
8431	203	2526	0	252
8432	203	2526	0	252
8433	203	2526	0	252
8434	203	2526	0	252
8435	203	2526	0	252
8436	203	2526	0	252
8437	203	2526	1	252
8438	203	2526	0	69
8439	203	2526	0	69
8440	203	2526	1	69
8441	203	2526	0	16
8442	203	2526	1	16
8443	203	3121	0	21
8444	203	300	1	176
8445	203	1327	1	253
8446	203	2361	1	212
8447	203	1224	0	185
8448	203	5758	1	169
8449	203	5774	0	27
8450	203	5774	1	27
8451	203	3146	1	77
8452	203	3630	1	237
8453	203	3618	1	223
8454	203	2642	0	58
8455	203	2642	1	191
8456	203	2642	0	188
8457	203	2642	0	188
8458	203	2642	0	188
8459	203	2642	1	188
8460	203	13216	1	109
8461	203	5738	0	111
8462	203	5738	1	111
8463	203	333	1	186
8464	203	9117	1	15
8465	203	49	0	76
8466	203	49	1	121
8467	203	49	0	79
8468	203	49	0	79
8469	203	49	1	79
8470	203	49	1	2
8471	203	13219	1	236
8472	203	2556	0	56
8473	203	1619	0	192
8474	203	1619	0	192
8475	203	1619	1	192
8476	203	891	0	41
8477	203	1214	1	241
8478	203	5762	1	28
8479	203	2600	0	155
8480	203	2590	0	75
8481	203	4690	0	11
8482	203	1340	1	32
8483	203	5773	1	18
8484	203	125	1	22
8485	203	2661	1	152
8486	203	2247	1	87
8487	203	1172	1	193
8488	203	5742	0	31
8489	203	5763	1	165
8490	203	1262	1	47
8491	203	1365	1	146
8492	203	3114	0	88
8493	203	2363	1	254
8494	203	3157	0	194
8495	203	3130	1	71
8496	203	226	1	147
8497	203	125	1	22
8498	203	3103	0	36
8499	204	857	1	106
8500	204	1129	1	145
8501	204	9243	0	93
8502	204	9243	1	93
8503	204	3130	0	159
8504	204	3130	1	159
8505	204	9249	0	217
8506	204	9249	1	217
8507	204	5773	1	18
8508	204	757	1	35
8509	204	5793	1	160
8510	204	1167	0	235
8511	204	1149	0	17
8512	204	4701	1	10
8513	204	727	1	179
8514	204	5762	0	28
8515	204	1547	1	134
8516	204	894	0	108
8517	205	2629	0	161
8518	206	1255	1	229
8519	206	935	0	246
8520	206	5476	0	39
8521	206	8752	1	82
8522	206	8752	1	243
8523	206	8749	1	29
8524	206	8749	1	100
8525	206	8748	1	42
8526	206	8748	0	207
8527	206	8748	1	207
8528	206	8748	1	102
8529	206	8800	1	112
8530	206	8800	1	167
8531	206	8800	1	210
8532	206	8800	1	59
8533	206	8783	0	208
8534	206	8783	1	205
8535	206	8783	1	103
8536	206	8783	0	138
8537	206	8783	1	138
8538	206	8789	1	66
8539	206	8716	1	125
8540	206	2520	1	30
8541	206	1090	1	150
8542	206	727	1	179
8543	206	5774	1	27
8544	206	3146	1	77
8545	206	3633	0	114
8546	206	3633	0	44
8547	206	3633	1	44
8548	206	3633	1	214
8549	206	8920	1	91
8550	206	2642	1	58
8551	206	13216	1	109
8552	206	13230	1	139
8553	206	5738	1	111
8554	206	1158	0	7
8555	206	561	1	83
8556	206	1552	1	171
8557	206	5689	1	120
8558	206	1224	0	185
8559	206	3077	0	199
8560	206	5478	1	175
8561	206	4701	1	10
8562	206	1246	0	51
8563	206	2508	0	221
8564	206	1129	1	145
8565	206	757	1	35
8566	206	626	1	240
8567	206	2678	1	122
8568	206	517	1	53
8569	206	226	0	147
8570	206	243	0	8
8571	206	125	1	22
8572	206	3103	0	36
8573	206	3130	1	71
8574	206	1580	0	136
8575	207	538	1	180
8576	207	2526	0	141
8577	207	2526	0	252
8578	207	2526	1	252
8579	207	2526	0	69
8580	207	2526	1	69
8581	207	2526	1	16
8582	208	467	0	224
8583	208	467	0	20
8584	208	467	1	20
8585	208	467	1	115
8586	208	467	0	197
8587	208	467	0	197
8588	208	467	1	197
8589	208	467	0	13
8590	208	467	0	13
8591	208	467	0	13
8592	208	467	0	13
8593	208	467	0	13
8594	208	467	1	13
8595	208	467	1	85
8596	208	1149	0	17
8597	208	5773	0	18
8598	208	5773	0	18
8599	208	5773	0	18
8600	208	5773	0	18
8601	208	5773	1	18
8602	208	326	0	153
8603	208	326	0	153
8604	208	7	0	95
8605	208	271	0	90
8606	208	805	0	5
8607	208	7674	1	81
8608	208	1241	0	130
8609	208	3114	0	88
8610	208	5689	0	120
8611	208	4701	1	10
8612	208	1250	1	164
8613	208	1259	0	45
8614	208	2624	0	163
8615	208	1255	1	229
8616	208	2608	0	92
8617	208	539	1	37
8618	208	539	1	105
8619	208	857	1	106
8620	208	1167	1	235
8621	208	3765	0	63
8622	209	561	1	83
8623	210	8748	1	42
8624	210	8748	0	207
8625	210	8748	0	207
8626	210	8748	1	207
8627	210	8748	1	102
8628	210	8800	1	112
8629	210	8800	1	167
8630	210	8800	1	210
8631	210	8800	1	59
8632	210	8749	1	29
8633	210	8749	1	100
8634	210	8752	1	82
8635	210	8752	1	243
8636	210	8770	1	3
8637	210	8789	0	66
8638	210	8789	0	65
8639	210	8789	1	65
8640	210	8789	0	46
8641	210	8789	0	46
8642	210	8789	1	46
8643	210	8783	1	208
8644	210	8716	1	125
8645	210	2538	0	128
8646	210	1149	1	17
8647	210	5476	0	39
8648	210	2498	0	162
8649	210	2512	0	72
8650	210	1184	0	211
8651	210	1287	0	219
8652	210	2526	0	141
8653	210	2526	0	252
8654	210	2526	0	252
8655	210	2526	0	252
8656	210	2526	0	252
8657	210	2526	0	252
8658	210	2526	1	252
8659	210	2526	1	69
8660	210	2526	0	16
8661	210	2526	0	16
8662	210	2526	0	16
8663	210	2526	0	16
8664	210	2526	1	16
8665	210	1370	0	14
8666	210	1370	0	14
8667	210	2645	0	97
8668	210	1522	0	213
8669	210	5754	1	50
8670	210	134	0	178
8671	210	243	0	8
8672	210	2465	0	250
8673	210	5742	0	31
8674	210	5773	1	18
8675	210	1384	0	52
8676	210	5440	0	57
8677	210	1098	0	19
8678	210	898	0	195
8679	210	2683	0	94
8680	210	2683	0	94
8681	210	458	0	54
8682	210	458	0	54
8683	210	458	1	54
8684	210	1176	0	209
8685	210	5513	0	117
8686	210	2508	0	221
8687	211	1340	0	32
8688	211	2247	0	87
8689	212	1133	0	238
8690	212	2543	1	231
8691	212	2624	0	163
8692	212	2465	1	250
8693	212	2363	0	254
8694	212	517	0	53
8695	212	566	0	119
8696	212	255	0	177
8697	212	5688	0	48
8698	212	2508	1	221
8699	212	5513	0	117
8700	212	2477	1	127
8701	212	5476	0	39
8702	213	3114	0	88
8703	213	2363	1	254
8704	213	2600	1	155
8705	213	1098	1	19
8706	213	539	0	245
8707	213	539	1	37
8708	213	539	0	105
8709	213	539	0	105
8710	213	539	0	105
8711	213	539	0	105
8712	213	539	0	105
8713	213	539	0	105
8714	213	539	0	105
8715	213	539	0	105
8716	213	539	0	105
8717	213	539	0	105
8718	213	539	0	105
8719	213	539	1	105
8720	213	3146	0	77
8721	213	3146	0	86
8722	213	3146	0	86
8723	213	3146	1	86
8724	213	3146	0	135
8725	213	3146	0	135
8726	213	3146	0	135
8727	213	3146	1	135
8728	213	3146	0	157
8729	213	3146	1	157
8730	213	5774	1	27
8731	213	8920	1	91
8732	213	3633	0	114
8733	213	3633	0	44
8734	213	3633	1	44
8735	213	3633	1	214
8736	213	13216	0	109
8737	213	2642	0	58
8738	213	2642	1	191
8739	213	2642	0	188
8740	213	2642	1	188
8741	213	5738	0	111
8742	213	5738	0	111
8743	213	5738	1	111
8744	213	13230	1	139
8745	213	467	0	224
8746	213	467	0	20
8747	213	467	0	20
8748	213	467	0	20
8749	213	467	0	20
8750	213	467	0	20
8751	213	467	1	20
8752	213	467	1	115
8753	213	467	0	197
8754	213	467	0	197
8755	213	467	0	197
8756	213	467	1	197
8757	213	467	0	13
8758	213	467	1	13
8759	213	467	1	85
8760	213	539	0	245
8761	213	539	1	37
8762	213	539	0	105
8763	213	539	0	105
8764	213	539	1	105
8765	213	805	1	5
8766	213	1162	0	174
8767	213	1069	0	181
8768	213	2608	1	92
8769	213	271	1	90
8770	213	5440	0	57
8771	213	458	1	54
8772	213	5513	1	117
8773	213	459	1	242
8774	213	13219	1	236
8775	213	49	0	76
8776	213	49	1	121
8777	213	49	0	79
8778	213	49	1	79
8779	213	49	1	2
8780	213	90	1	55
8781	213	1428	0	226
8782	213	2642	0	58
8783	213	2642	0	191
8784	213	2642	1	191
8785	213	2642	1	188
8786	214	1331	1	113
8787	214	1360	0	73
8788	214	1158	1	7
8789	214	1619	0	192
8790	214	1619	1	192
8791	215	4731	0	156
8792	215	5763	0	165
8793	215	5763	0	165
8794	215	5763	0	165
8795	215	5763	0	165
8796	215	5763	0	165
8797	215	5763	0	165
8798	215	5763	0	165
8799	215	5763	0	165
8800	215	5763	1	165
8801	215	1262	1	47
8802	215	8749	0	29
8803	215	8749	0	29
8804	215	8749	0	29
8805	215	8749	1	29
8806	215	8749	1	100
8807	215	8748	1	42
8808	215	8748	1	207
8809	215	8748	1	102
8810	215	8752	1	82
8811	215	8752	1	243
8812	215	8800	1	112
8813	215	8800	1	167
8814	215	8800	1	210
8815	215	8800	1	59
8816	215	8770	0	3
8817	215	8716	0	125
8818	215	8716	0	154
8819	215	8716	0	154
8820	215	8716	1	154
8821	215	8716	0	233
8822	215	8716	1	233
8823	215	8716	1	89
8824	215	8716	1	149
8825	215	8789	0	66
8826	215	8789	1	65
8827	215	8789	1	46
8828	215	8783	0	208
8829	215	8783	0	205
8830	215	8783	0	205
8831	215	8783	0	205
8832	215	8783	1	205
8833	215	8783	0	103
8834	215	8783	0	103
8835	215	8783	0	103
8836	215	8783	1	103
8837	215	8783	1	138
8838	215	3146	0	77
8839	215	3146	0	86
8840	215	3146	1	86
8841	215	3146	1	135
8842	215	3146	0	157
8843	215	3146	1	157
8844	215	5774	0	27
8845	215	5774	0	27
8846	215	5774	0	27
8847	215	5774	1	27
8848	215	3633	0	114
8849	215	3633	0	44
8850	215	3633	1	44
8851	215	3633	1	214
8852	215	8920	1	91
8853	215	13216	1	109
8854	215	2642	0	58
8855	215	2642	1	191
8856	215	2642	1	188
8857	215	5738	0	111
8858	215	5738	0	111
8859	215	13230	1	139
8860	215	5738	1	111
8861	215	9117	1	15
8862	215	13219	0	236
8863	215	49	0	76
8864	215	49	0	121
8865	215	49	0	121
8866	215	49	1	121
8867	215	49	0	79
8868	215	49	1	79
8869	215	49	0	2
8870	215	49	0	2
8871	215	49	0	2
8872	215	49	0	2
8873	215	49	0	2
8874	215	49	0	2
8875	215	49	0	2
8876	215	49	0	2
8877	215	49	0	2
8878	215	49	0	2
8879	215	49	0	2
8880	215	49	0	2
8881	215	49	0	2
8882	215	49	0	2
8883	215	49	0	2
8884	215	49	0	2
8885	215	49	0	2
8886	215	49	0	2
8887	215	49	0	2
8888	215	49	0	2
8889	215	49	1	2
8890	215	839	0	43
8891	215	894	1	108
8892	215	566	0	119
8893	216	536	0	166
8894	216	536	0	166
8895	216	536	1	166
8896	216	5440	1	57
8897	216	1522	1	213
8898	216	1214	1	241
8899	216	1193	1	202
8900	216	5754	1	50
8901	216	1428	1	226
8902	216	5476	1	39
8903	216	2361	1	212
8904	216	2548	1	158
8905	216	733	0	74
8906	216	2624	1	163
8907	216	3114	1	88
8908	216	49	0	76
8909	216	49	1	121
8910	216	49	1	79
8911	216	49	1	2
8912	216	1109	0	182
8913	216	1109	1	182
8914	216	1176	1	209
8915	216	3133	1	6
8916	216	1246	0	51
8917	216	1246	0	51
8918	216	3151	0	232
8919	216	5763	0	165
8920	216	5763	0	165
8921	216	5763	0	165
8922	216	5763	1	165
8923	216	1233	1	234
8924	216	1340	1	32
8925	216	5756	1	170
8926	216	458	0	54
8927	216	458	0	54
8928	216	458	1	54
8929	216	2629	1	161
8930	216	2477	1	127
8931	216	510	1	198
8932	216	1129	1	145
8933	216	5772	0	67
8934	216	630	1	133
8935	216	1327	0	253
8936	216	805	1	5
8937	216	5760	1	80
8938	216	2538	0	128
8939	216	22	0	101
8940	216	22	0	101
8941	216	5766	1	25
8942	216	5738	0	111
8943	216	5738	0	111
8944	216	5738	1	111
8945	216	1619	0	192
8946	216	1619	0	192
8947	216	1619	0	192
8948	216	1619	1	192
8949	216	2465	0	250
8950	216	1549	1	96
8951	216	2654	0	148
8952	216	1365	1	146
8953	216	243	0	8
8954	216	67	0	173
